cell_id,Cell,Batch,Cell_type,ExpLibSize,Group
Cell2510,Cell2510,Sample4,Cell_type3,52707.2862130321,Group3
Cell2512,Cell2512,Sample4,Cell_type2,54352.1799152868,Group2
Cell2514,Cell2514,Sample4,Cell_type3,50585.2714037733,Group3
Cell2516,Cell2516,Sample4,Cell_type3,58002.4396970148,Group3
Cell2518,Cell2518,Sample4,Cell_type2,58337.3868836551,Group2
Cell2520,Cell2520,Sample4,Cell_type1,62010.9062676746,Group1
Cell2522,Cell2522,Sample4,Cell_type3,77111.0589455855,Group3
Cell2524,Cell2524,Sample4,Cell_type2,61278.8916178014,Group2
Cell2526,Cell2526,Sample4,Cell_type2,64369.5492886978,Group2
Cell2528,Cell2528,Sample4,Cell_type3,65966.2673823265,Group3
Cell2530,Cell2530,Sample4,Cell_type2,93694.4056763904,Group2
Cell2532,Cell2532,Sample4,Cell_type3,75222.05148716,Group3
Cell2534,Cell2534,Sample4,Cell_type3,85215.7812064791,Group3
Cell2536,Cell2536,Sample4,Cell_type2,61754.2259791409,Group2
Cell2538,Cell2538,Sample4,Cell_type3,92876.7843195864,Group3
Cell2540,Cell2540,Sample4,Cell_type3,68975.479899027,Group3
Cell2542,Cell2542,Sample4,Cell_type1,61843.6015147441,Group1
Cell2544,Cell2544,Sample4,Cell_type3,66830.8252307342,Group3
Cell2546,Cell2546,Sample4,Cell_type3,71724.0019646217,Group3
Cell2548,Cell2548,Sample4,Cell_type2,45164.2261632784,Group2
Cell2550,Cell2550,Sample4,Cell_type2,69696.5110249893,Group2
Cell2552,Cell2552,Sample4,Cell_type3,57651.0007909086,Group3
Cell2554,Cell2554,Sample4,Cell_type1,45113.534342435,Group1
Cell2556,Cell2556,Sample4,Cell_type3,36630.5935494946,Group3
Cell2558,Cell2558,Sample4,Cell_type3,45154.5527876186,Group3
Cell2560,Cell2560,Sample4,Cell_type1,50014.6541597464,Group1
Cell2562,Cell2562,Sample4,Cell_type3,53084.4148093997,Group3
Cell2564,Cell2564,Sample4,Cell_type1,45367.0994052915,Group1
Cell2566,Cell2566,Sample4,Cell_type2,67617.067113905,Group2
Cell2568,Cell2568,Sample4,Cell_type1,51988.3479372397,Group1
Cell2570,Cell2570,Sample4,Cell_type2,48056.2156534261,Group2
Cell2572,Cell2572,Sample4,Cell_type2,44454.5294094667,Group2
Cell2574,Cell2574,Sample4,Cell_type1,58060.083761387,Group1
Cell2576,Cell2576,Sample4,Cell_type1,60864.8598412182,Group1
Cell2578,Cell2578,Sample4,Cell_type1,90368.6437453045,Group1
Cell2580,Cell2580,Sample4,Cell_type1,68240.1559012892,Group1
Cell2582,Cell2582,Sample4,Cell_type3,47784.5290903819,Group3
Cell2584,Cell2584,Sample4,Cell_type3,60993.2576345781,Group3
Cell2586,Cell2586,Sample4,Cell_type1,61267.9566113673,Group1
Cell2588,Cell2588,Sample4,Cell_type1,53924.2675094096,Group1
Cell2590,Cell2590,Sample4,Cell_type1,74827.4469168562,Group1
Cell2592,Cell2592,Sample4,Cell_type1,84841.3913831826,Group1
Cell2594,Cell2594,Sample4,Cell_type1,53927.1225916316,Group1
Cell2596,Cell2596,Sample4,Cell_type1,43209.8624000068,Group1
Cell2598,Cell2598,Sample4,Cell_type2,86895.1037091314,Group2
Cell2600,Cell2600,Sample4,Cell_type3,57616.8020844095,Group3
Cell2602,Cell2602,Sample4,Cell_type3,74659.5796433017,Group3
Cell2604,Cell2604,Sample4,Cell_type3,56932.5301996448,Group3
Cell2606,Cell2606,Sample4,Cell_type1,45677.1081360932,Group1
Cell2608,Cell2608,Sample4,Cell_type1,76372.1951150597,Group1
Cell2610,Cell2610,Sample4,Cell_type3,73111.2551075232,Group3
Cell2612,Cell2612,Sample4,Cell_type3,40883.6453228595,Group3
Cell2614,Cell2614,Sample4,Cell_type3,76107.4071810877,Group3
Cell2616,Cell2616,Sample4,Cell_type1,74163.1964010917,Group1
Cell2618,Cell2618,Sample4,Cell_type3,54013.6201405753,Group3
Cell2620,Cell2620,Sample4,Cell_type3,71767.3796451213,Group3
Cell2622,Cell2622,Sample4,Cell_type3,60872.3235952918,Group3
Cell2624,Cell2624,Sample4,Cell_type1,51321.040635317,Group1
Cell2626,Cell2626,Sample4,Cell_type2,66098.7653247237,Group2
Cell2628,Cell2628,Sample4,Cell_type3,78456.8307746963,Group3
Cell2630,Cell2630,Sample4,Cell_type3,53921.6540360502,Group3
Cell2632,Cell2632,Sample4,Cell_type1,63709.6157684878,Group1
Cell2634,Cell2634,Sample4,Cell_type3,75841.4978783545,Group3
Cell2636,Cell2636,Sample4,Cell_type3,88797.2526623583,Group3
Cell2638,Cell2638,Sample4,Cell_type2,82705.7948087485,Group2
Cell2640,Cell2640,Sample4,Cell_type3,69091.2873706281,Group3
Cell2642,Cell2642,Sample4,Cell_type3,38936.1972963127,Group3
Cell2644,Cell2644,Sample4,Cell_type2,63513.2656802163,Group2
Cell2646,Cell2646,Sample4,Cell_type2,62388.7373081863,Group2
Cell2648,Cell2648,Sample4,Cell_type1,57596.0325330544,Group1
Cell2650,Cell2650,Sample4,Cell_type2,62303.4622452596,Group2
Cell2652,Cell2652,Sample4,Cell_type3,63984.506184141,Group3
Cell2654,Cell2654,Sample4,Cell_type1,54665.7729194487,Group1
Cell2656,Cell2656,Sample4,Cell_type3,48602.3975806629,Group3
Cell2658,Cell2658,Sample4,Cell_type2,36598.3148837887,Group2
Cell2660,Cell2660,Sample4,Cell_type2,56289.994828151,Group2
Cell2662,Cell2662,Sample4,Cell_type1,85231.3483490199,Group1
Cell2664,Cell2664,Sample4,Cell_type2,42811.2256245761,Group2
Cell2666,Cell2666,Sample4,Cell_type2,83677.8028967503,Group2
Cell2668,Cell2668,Sample4,Cell_type3,57693.3572380396,Group3
Cell2670,Cell2670,Sample4,Cell_type3,66317.5991066197,Group3
Cell2672,Cell2672,Sample4,Cell_type2,48685.7225634777,Group2
Cell2674,Cell2674,Sample4,Cell_type3,43015.870066643,Group3
Cell2676,Cell2676,Sample4,Cell_type3,58150.663881148,Group3
Cell2678,Cell2678,Sample4,Cell_type3,50757.0513975423,Group3
Cell2680,Cell2680,Sample4,Cell_type2,70748.1843403475,Group2
Cell2682,Cell2682,Sample4,Cell_type3,73384.6467929094,Group3
Cell2684,Cell2684,Sample4,Cell_type2,84605.1588006804,Group2
Cell2686,Cell2686,Sample4,Cell_type3,69866.561208763,Group3
Cell2688,Cell2688,Sample4,Cell_type1,58832.6859069477,Group1
Cell2690,Cell2690,Sample4,Cell_type2,79678.9388566394,Group2
Cell2692,Cell2692,Sample4,Cell_type3,67896.6625811312,Group3
Cell2694,Cell2694,Sample4,Cell_type2,66435.2849387245,Group2
Cell2696,Cell2696,Sample4,Cell_type1,56745.0332706542,Group1
Cell2698,Cell2698,Sample4,Cell_type3,74412.3234819804,Group3
Cell2700,Cell2700,Sample4,Cell_type3,38396.9577980066,Group3
Cell2702,Cell2702,Sample4,Cell_type2,66871.5430920815,Group2
Cell2704,Cell2704,Sample4,Cell_type2,67433.5209102507,Group2
Cell2706,Cell2706,Sample4,Cell_type3,85638.9187061729,Group3
Cell2708,Cell2708,Sample4,Cell_type2,86282.0642622538,Group2
Cell2710,Cell2710,Sample4,Cell_type2,51925.6088019883,Group2
Cell2712,Cell2712,Sample4,Cell_type2,56813.0698011307,Group2
Cell2714,Cell2714,Sample4,Cell_type2,73916.7920573445,Group2
Cell2716,Cell2716,Sample4,Cell_type3,53425.9417901491,Group3
Cell2718,Cell2718,Sample4,Cell_type1,70063.1551344941,Group1
Cell2720,Cell2720,Sample4,Cell_type2,49965.2581511418,Group2
Cell2722,Cell2722,Sample4,Cell_type1,65200.2921558113,Group1
Cell2724,Cell2724,Sample4,Cell_type2,79193.4071143137,Group2
Cell2726,Cell2726,Sample4,Cell_type1,42254.2156031134,Group1
Cell2728,Cell2728,Sample4,Cell_type2,74446.5816968339,Group2
Cell2730,Cell2730,Sample4,Cell_type1,60010.0339647486,Group1
Cell2732,Cell2732,Sample4,Cell_type3,71727.8812948425,Group3
Cell2734,Cell2734,Sample4,Cell_type3,60484.3491134052,Group3
Cell2736,Cell2736,Sample4,Cell_type2,60003.6890979906,Group2
Cell2738,Cell2738,Sample4,Cell_type3,63071.2929317031,Group3
Cell2740,Cell2740,Sample4,Cell_type2,66023.4120907404,Group2
Cell2742,Cell2742,Sample4,Cell_type2,55605.9647606017,Group2
Cell2744,Cell2744,Sample4,Cell_type1,59707.7860868533,Group1
Cell2746,Cell2746,Sample4,Cell_type2,63553.0605837695,Group2
Cell2748,Cell2748,Sample4,Cell_type1,56134.4360928116,Group1
Cell2750,Cell2750,Sample4,Cell_type3,55312.0743963946,Group3
Cell2752,Cell2752,Sample4,Cell_type3,74514.8878349386,Group3
Cell2754,Cell2754,Sample4,Cell_type3,72515.9064849753,Group3
Cell2756,Cell2756,Sample4,Cell_type3,59561.9967166785,Group3
Cell2758,Cell2758,Sample4,Cell_type3,54027.0918041751,Group3
Cell2760,Cell2760,Sample4,Cell_type1,72013.6904940248,Group1
Cell2762,Cell2762,Sample4,Cell_type3,54657.0229559923,Group3
Cell2764,Cell2764,Sample4,Cell_type2,58645.0111327126,Group2
Cell2766,Cell2766,Sample4,Cell_type1,54467.074049476,Group1
Cell2768,Cell2768,Sample4,Cell_type3,32143.0343305838,Group3
Cell2770,Cell2770,Sample4,Cell_type3,89804.183813938,Group3
Cell2772,Cell2772,Sample4,Cell_type3,44051.9286582287,Group3
Cell2774,Cell2774,Sample4,Cell_type3,59403.2656089852,Group3
Cell2776,Cell2776,Sample4,Cell_type1,46689.1650441346,Group1
Cell2778,Cell2778,Sample4,Cell_type1,56530.0255355049,Group1
Cell2780,Cell2780,Sample4,Cell_type3,39992.4435076655,Group3
Cell2782,Cell2782,Sample4,Cell_type3,61551.3435738028,Group3
Cell2784,Cell2784,Sample4,Cell_type3,63089.5999014416,Group3
Cell2786,Cell2786,Sample4,Cell_type3,46097.61217119,Group3
Cell2788,Cell2788,Sample4,Cell_type1,44831.3191351682,Group1
Cell2790,Cell2790,Sample4,Cell_type1,68656.5210587552,Group1
Cell2792,Cell2792,Sample4,Cell_type3,73188.800604493,Group3
Cell2794,Cell2794,Sample4,Cell_type3,81630.7716175932,Group3
Cell2796,Cell2796,Sample4,Cell_type2,63220.4975817174,Group2
Cell2798,Cell2798,Sample4,Cell_type3,84080.3356506533,Group3
Cell2800,Cell2800,Sample4,Cell_type2,52119.3395266172,Group2
Cell2802,Cell2802,Sample4,Cell_type2,48343.8623486509,Group2
Cell2804,Cell2804,Sample4,Cell_type3,52530.0604133246,Group3
Cell2806,Cell2806,Sample4,Cell_type3,55273.6991182254,Group3
Cell2808,Cell2808,Sample4,Cell_type3,54148.0720131947,Group3
Cell2810,Cell2810,Sample4,Cell_type1,48400.4669631872,Group1
Cell2812,Cell2812,Sample4,Cell_type3,67137.0671632692,Group3
Cell2814,Cell2814,Sample4,Cell_type3,64022.1317396272,Group3
Cell2816,Cell2816,Sample4,Cell_type3,54801.6479501315,Group3
Cell2818,Cell2818,Sample4,Cell_type1,55722.4966111821,Group1
Cell2820,Cell2820,Sample4,Cell_type3,57319.926496357,Group3
Cell2822,Cell2822,Sample4,Cell_type3,68946.584072108,Group3
Cell2824,Cell2824,Sample4,Cell_type3,72639.257554563,Group3
Cell2826,Cell2826,Sample4,Cell_type3,89009.4712000939,Group3
Cell2828,Cell2828,Sample4,Cell_type3,53817.7783497248,Group3
Cell2830,Cell2830,Sample4,Cell_type3,38713.7106800218,Group3
Cell2832,Cell2832,Sample4,Cell_type3,51278.5368019041,Group3
Cell2834,Cell2834,Sample4,Cell_type2,45692.2853440371,Group2
Cell2836,Cell2836,Sample4,Cell_type2,62418.0964873517,Group2
Cell2838,Cell2838,Sample4,Cell_type3,43319.2448648555,Group3
Cell2840,Cell2840,Sample4,Cell_type2,55546.2984914645,Group2
Cell2842,Cell2842,Sample4,Cell_type3,71297.4786360372,Group3
Cell2844,Cell2844,Sample4,Cell_type3,47975.9319902827,Group3
Cell2846,Cell2846,Sample4,Cell_type2,36633.9892738997,Group2
Cell2848,Cell2848,Sample4,Cell_type2,65902.862458623,Group2
Cell2850,Cell2850,Sample4,Cell_type2,45929.8199568237,Group2
Cell2852,Cell2852,Sample4,Cell_type1,58523.0826304658,Group1
Cell2854,Cell2854,Sample4,Cell_type3,58779.6684613906,Group3
Cell2856,Cell2856,Sample4,Cell_type2,57497.1713918225,Group2
Cell2858,Cell2858,Sample4,Cell_type3,49974.4253241039,Group3
Cell2860,Cell2860,Sample4,Cell_type2,64049.6685038901,Group2
Cell2862,Cell2862,Sample4,Cell_type3,39440.1804970448,Group3
Cell2864,Cell2864,Sample4,Cell_type3,72715.6100856798,Group3
Cell2866,Cell2866,Sample4,Cell_type1,56335.594950716,Group1
Cell2868,Cell2868,Sample4,Cell_type2,67066.0641169021,Group2
Cell2870,Cell2870,Sample4,Cell_type1,54035.332151901,Group1
Cell2872,Cell2872,Sample4,Cell_type3,42803.3156741924,Group3
Cell2874,Cell2874,Sample4,Cell_type1,40104.6777856476,Group1
Cell2876,Cell2876,Sample4,Cell_type1,46359.1783900835,Group1
Cell2878,Cell2878,Sample4,Cell_type3,81878.4744850643,Group3
Cell2880,Cell2880,Sample4,Cell_type3,54404.4811824516,Group3
Cell2882,Cell2882,Sample4,Cell_type1,67534.4584190898,Group1
Cell2884,Cell2884,Sample4,Cell_type3,56213.6882728589,Group3
Cell2886,Cell2886,Sample4,Cell_type2,59115.9524087181,Group2
Cell2888,Cell2888,Sample4,Cell_type3,41326.1011478809,Group3
Cell2890,Cell2890,Sample4,Cell_type3,69829.5648291626,Group3
Cell2892,Cell2892,Sample4,Cell_type3,50459.3800722913,Group3
Cell2894,Cell2894,Sample4,Cell_type3,51219.4700765017,Group3
Cell2896,Cell2896,Sample4,Cell_type3,67059.6135803018,Group3
Cell2898,Cell2898,Sample4,Cell_type2,51164.7311999675,Group2
Cell2900,Cell2900,Sample4,Cell_type1,57229.0325958881,Group1
Cell2902,Cell2902,Sample4,Cell_type1,76481.8068111775,Group1
Cell2904,Cell2904,Sample4,Cell_type3,71351.3526731723,Group3
Cell2906,Cell2906,Sample4,Cell_type3,74819.4405422091,Group3
Cell2908,Cell2908,Sample4,Cell_type2,55848.3506266833,Group2
Cell2910,Cell2910,Sample4,Cell_type3,52205.0970997974,Group3
Cell2912,Cell2912,Sample4,Cell_type1,57714.1084701591,Group1
Cell2914,Cell2914,Sample4,Cell_type2,62279.1613135958,Group2
Cell2916,Cell2916,Sample4,Cell_type3,86846.6184087346,Group3
Cell2918,Cell2918,Sample4,Cell_type3,66358.9278529587,Group3
Cell2920,Cell2920,Sample4,Cell_type3,44351.6015505787,Group3
Cell2922,Cell2922,Sample4,Cell_type3,74758.9438721905,Group3
Cell2924,Cell2924,Sample4,Cell_type3,54785.8990453528,Group3
Cell2926,Cell2926,Sample4,Cell_type3,55764.6122967099,Group3
Cell2928,Cell2928,Sample4,Cell_type3,59076.5974729989,Group3
Cell2930,Cell2930,Sample4,Cell_type3,68159.1079168655,Group3
Cell2932,Cell2932,Sample4,Cell_type1,57798.495326137,Group1
Cell2934,Cell2934,Sample4,Cell_type1,46303.0668405293,Group1
Cell2936,Cell2936,Sample4,Cell_type3,49785.371571735,Group3
Cell2938,Cell2938,Sample4,Cell_type3,66163.7498762827,Group3
Cell2940,Cell2940,Sample4,Cell_type3,80933.3377148579,Group3
Cell2942,Cell2942,Sample4,Cell_type2,51848.6550221867,Group2
Cell2944,Cell2944,Sample4,Cell_type1,68943.2511001249,Group1
Cell2946,Cell2946,Sample4,Cell_type3,81752.911910428,Group3
Cell2948,Cell2948,Sample4,Cell_type1,43602.2875048925,Group1
Cell2950,Cell2950,Sample4,Cell_type3,56029.0659617696,Group3
Cell2952,Cell2952,Sample4,Cell_type3,51090.0674701325,Group3
Cell2954,Cell2954,Sample4,Cell_type3,60319.8908628247,Group3
Cell2956,Cell2956,Sample4,Cell_type3,48246.2252711175,Group3
Cell2958,Cell2958,Sample4,Cell_type3,57067.3253250663,Group3
Cell2960,Cell2960,Sample4,Cell_type3,52598.5584045188,Group3
Cell2962,Cell2962,Sample4,Cell_type2,49009.2758084337,Group2
Cell2964,Cell2964,Sample4,Cell_type3,70692.6786846268,Group3
Cell2966,Cell2966,Sample4,Cell_type3,65588.4712120138,Group3
Cell2968,Cell2968,Sample4,Cell_type2,67613.163612962,Group2
Cell2970,Cell2970,Sample4,Cell_type2,59948.1511506385,Group2
Cell2972,Cell2972,Sample4,Cell_type3,44426.62370939,Group3
Cell2974,Cell2974,Sample4,Cell_type3,74914.7617366402,Group3
Cell2976,Cell2976,Sample4,Cell_type1,37660.5556196252,Group1
Cell2978,Cell2978,Sample4,Cell_type1,55414.514577905,Group1
Cell2980,Cell2980,Sample4,Cell_type3,61373.0748637497,Group3
Cell2982,Cell2982,Sample4,Cell_type2,71189.298114588,Group2
Cell2984,Cell2984,Sample4,Cell_type3,98466.4522692194,Group3
Cell2986,Cell2986,Sample4,Cell_type3,61197.1415254602,Group3
Cell2988,Cell2988,Sample4,Cell_type3,67536.0786492685,Group3
Cell2990,Cell2990,Sample4,Cell_type1,65581.328344848,Group1
Cell2992,Cell2992,Sample4,Cell_type3,54512.9799466316,Group3
Cell2994,Cell2994,Sample4,Cell_type3,60796.4648970561,Group3
Cell2996,Cell2996,Sample4,Cell_type3,66086.8554986974,Group3
Cell2998,Cell2998,Sample4,Cell_type1,76208.658248851,Group1
Cell3000,Cell3000,Sample4,Cell_type1,64076.8263202276,Group1
Cell3002,Cell3002,Sample4,Cell_type3,42069.5934618776,Group3
Cell3004,Cell3004,Sample4,Cell_type3,58350.4543033007,Group3
Cell3006,Cell3006,Sample4,Cell_type1,47632.7183752809,Group1
Cell3008,Cell3008,Sample4,Cell_type3,56572.6111768193,Group3
Cell3010,Cell3010,Sample4,Cell_type2,67979.4880267465,Group2
Cell3012,Cell3012,Sample4,Cell_type3,55750.2232680932,Group3
Cell3014,Cell3014,Sample4,Cell_type3,90769.9201462248,Group3
Cell3016,Cell3016,Sample4,Cell_type3,55543.4575256896,Group3
Cell3018,Cell3018,Sample4,Cell_type1,71528.1439034398,Group1
Cell3020,Cell3020,Sample4,Cell_type2,59761.2831765535,Group2
Cell3022,Cell3022,Sample4,Cell_type2,63632.6320391724,Group2
Cell3024,Cell3024,Sample4,Cell_type2,63215.3272432841,Group2
Cell3026,Cell3026,Sample4,Cell_type1,45052.0367299219,Group1
Cell3028,Cell3028,Sample4,Cell_type3,67458.6526604757,Group3
Cell3030,Cell3030,Sample4,Cell_type3,55906.5611939221,Group3
Cell3032,Cell3032,Sample4,Cell_type3,61915.085386411,Group3
Cell3034,Cell3034,Sample4,Cell_type3,76689.0462739011,Group3
Cell3036,Cell3036,Sample4,Cell_type3,82204.4235243513,Group3
Cell3038,Cell3038,Sample4,Cell_type3,69989.1810317774,Group3
Cell3040,Cell3040,Sample4,Cell_type3,49870.8683957123,Group3
Cell3042,Cell3042,Sample4,Cell_type3,50887.188695835,Group3
Cell3044,Cell3044,Sample4,Cell_type3,57622.7011140217,Group3
Cell3046,Cell3046,Sample4,Cell_type3,70703.3623731914,Group3
Cell3048,Cell3048,Sample4,Cell_type1,50931.8453372742,Group1
Cell3050,Cell3050,Sample4,Cell_type3,77053.5152567097,Group3
Cell3052,Cell3052,Sample4,Cell_type1,39292.099071776,Group1
Cell3054,Cell3054,Sample4,Cell_type1,63129.3928980121,Group1
Cell3056,Cell3056,Sample4,Cell_type3,62502.0893103188,Group3
Cell3058,Cell3058,Sample4,Cell_type3,52449.1327972452,Group3
Cell3060,Cell3060,Sample4,Cell_type2,65573.8250158526,Group2
Cell3062,Cell3062,Sample4,Cell_type3,44828.9179828551,Group3
Cell3064,Cell3064,Sample4,Cell_type2,69516.8143931608,Group2
Cell3066,Cell3066,Sample4,Cell_type3,72632.7776316031,Group3
Cell3068,Cell3068,Sample4,Cell_type3,84449.9150988119,Group3
Cell3070,Cell3070,Sample4,Cell_type3,49081.991412595,Group3
Cell3072,Cell3072,Sample4,Cell_type3,58582.9238270088,Group3
Cell3074,Cell3074,Sample4,Cell_type3,59563.0091583275,Group3
Cell3076,Cell3076,Sample4,Cell_type3,42032.9950527565,Group3
Cell3078,Cell3078,Sample4,Cell_type3,72650.621210497,Group3
Cell3080,Cell3080,Sample4,Cell_type1,49157.2286369049,Group1
Cell3082,Cell3082,Sample4,Cell_type2,49364.3722753591,Group2
Cell3084,Cell3084,Sample4,Cell_type3,78216.994713034,Group3
Cell3086,Cell3086,Sample4,Cell_type3,63522.0581612423,Group3
Cell3088,Cell3088,Sample4,Cell_type3,46376.5939506382,Group3
Cell3090,Cell3090,Sample4,Cell_type1,57380.7900915234,Group1
Cell3092,Cell3092,Sample4,Cell_type1,84619.3565936696,Group1
Cell3094,Cell3094,Sample4,Cell_type2,53496.072311802,Group2
Cell3096,Cell3096,Sample4,Cell_type2,56504.9595486461,Group2
Cell3098,Cell3098,Sample4,Cell_type1,58866.3729416841,Group1
Cell3100,Cell3100,Sample4,Cell_type3,65042.1919984208,Group3
Cell3102,Cell3102,Sample4,Cell_type3,65253.9471896969,Group3
Cell3104,Cell3104,Sample4,Cell_type1,57148.8837806971,Group1
Cell3106,Cell3106,Sample4,Cell_type2,56284.5584260494,Group2
Cell3108,Cell3108,Sample4,Cell_type3,54963.2009549282,Group3
Cell3110,Cell3110,Sample4,Cell_type1,41458.522302912,Group1
Cell3112,Cell3112,Sample4,Cell_type2,63202.8378610337,Group2
Cell3114,Cell3114,Sample4,Cell_type3,74881.1867789875,Group3
Cell3116,Cell3116,Sample4,Cell_type3,47826.7285561596,Group3
Cell3118,Cell3118,Sample4,Cell_type3,52776.7813714516,Group3
Cell3120,Cell3120,Sample4,Cell_type1,51331.7783809881,Group1
Cell3122,Cell3122,Sample4,Cell_type2,58817.3326796473,Group2
Cell3124,Cell3124,Sample4,Cell_type3,47260.2274835394,Group3
Cell3126,Cell3126,Sample4,Cell_type3,55804.5178578462,Group3
Cell3128,Cell3128,Sample4,Cell_type3,52032.1779742773,Group3
Cell3130,Cell3130,Sample4,Cell_type3,56234.5418133415,Group3
Cell3132,Cell3132,Sample4,Cell_type2,67209.8419450139,Group2
Cell3134,Cell3134,Sample4,Cell_type3,80069.0517356494,Group3
Cell3136,Cell3136,Sample4,Cell_type2,55417.296608097,Group2
Cell3138,Cell3138,Sample4,Cell_type2,77328.8627447196,Group2
Cell3140,Cell3140,Sample4,Cell_type3,63821.6313786052,Group3
Cell3142,Cell3142,Sample4,Cell_type3,64247.7163089935,Group3
Cell3144,Cell3144,Sample4,Cell_type3,70462.9068025468,Group3
Cell3146,Cell3146,Sample4,Cell_type1,106279.171678502,Group1
Cell3148,Cell3148,Sample4,Cell_type3,52595.1628402552,Group3
Cell3150,Cell3150,Sample4,Cell_type2,59293.2866602999,Group2
Cell3152,Cell3152,Sample4,Cell_type2,93135.6083376801,Group2
Cell3154,Cell3154,Sample4,Cell_type1,58862.877395012,Group1
Cell3156,Cell3156,Sample4,Cell_type3,56845.4918826212,Group3
Cell3158,Cell3158,Sample4,Cell_type3,103102.206821511,Group3
Cell3160,Cell3160,Sample4,Cell_type1,48409.5419610322,Group1
Cell3162,Cell3162,Sample4,Cell_type1,43331.8892336882,Group1
Cell3164,Cell3164,Sample4,Cell_type2,54853.7164780196,Group2
Cell3166,Cell3166,Sample4,Cell_type3,55693.2409935898,Group3
Cell3168,Cell3168,Sample4,Cell_type1,69059.4184710477,Group1
Cell3170,Cell3170,Sample4,Cell_type2,53388.1130743536,Group2
Cell3172,Cell3172,Sample4,Cell_type2,48529.7953287737,Group2
Cell3174,Cell3174,Sample4,Cell_type3,87734.3300235898,Group3
Cell3176,Cell3176,Sample4,Cell_type3,59286.1441522741,Group3
Cell3178,Cell3178,Sample4,Cell_type3,47590.5742646446,Group3
Cell3180,Cell3180,Sample4,Cell_type1,55806.5191023645,Group1
Cell3182,Cell3182,Sample4,Cell_type3,81650.6003959728,Group3
Cell3184,Cell3184,Sample4,Cell_type3,66080.2684424971,Group3
Cell3186,Cell3186,Sample4,Cell_type3,60129.6760238093,Group3
Cell3188,Cell3188,Sample4,Cell_type2,49102.5071126349,Group2
Cell3190,Cell3190,Sample4,Cell_type3,36501.4836028047,Group3
Cell3192,Cell3192,Sample4,Cell_type1,60258.9505358668,Group1
Cell3194,Cell3194,Sample4,Cell_type3,55286.3841124168,Group3
Cell3196,Cell3196,Sample4,Cell_type1,68993.0757677014,Group1
Cell3198,Cell3198,Sample4,Cell_type3,45178.321976796,Group3
Cell3200,Cell3200,Sample4,Cell_type2,50154.2899569532,Group2
Cell3202,Cell3202,Sample4,Cell_type2,57356.5471859468,Group2
Cell3204,Cell3204,Sample4,Cell_type3,54458.033432154,Group3
Cell3206,Cell3206,Sample4,Cell_type3,52050.6242830644,Group3
Cell3208,Cell3208,Sample4,Cell_type3,61198.6172291146,Group3
Cell3210,Cell3210,Sample4,Cell_type2,53647.672166143,Group2
Cell3212,Cell3212,Sample4,Cell_type3,58046.6713523648,Group3
Cell3214,Cell3214,Sample4,Cell_type3,66594.5388380684,Group3
Cell3216,Cell3216,Sample4,Cell_type2,55295.2169858228,Group2
Cell3218,Cell3218,Sample4,Cell_type1,76356.3022346265,Group1
Cell3220,Cell3220,Sample4,Cell_type1,51064.5321605061,Group1
Cell3222,Cell3222,Sample4,Cell_type2,62564.9687455338,Group2
Cell3224,Cell3224,Sample4,Cell_type3,47242.051706154,Group3
Cell3226,Cell3226,Sample4,Cell_type1,50202.3771386927,Group1
Cell3228,Cell3228,Sample4,Cell_type2,104174.69527433,Group2
Cell3230,Cell3230,Sample4,Cell_type3,74585.5479591285,Group3
Cell3232,Cell3232,Sample4,Cell_type3,44080.2503988086,Group3
Cell3234,Cell3234,Sample4,Cell_type3,62550.4146810615,Group3
Cell3236,Cell3236,Sample4,Cell_type1,68031.0765156162,Group1
Cell3238,Cell3238,Sample4,Cell_type1,49309.2983375663,Group1
Cell3240,Cell3240,Sample4,Cell_type3,55411.911352788,Group3
Cell3242,Cell3242,Sample4,Cell_type3,64161.4828713359,Group3
Cell3244,Cell3244,Sample4,Cell_type1,40754.096270954,Group1
Cell3246,Cell3246,Sample4,Cell_type2,65218.8454580446,Group2
Cell3248,Cell3248,Sample4,Cell_type3,60480.4878309153,Group3
Cell3250,Cell3250,Sample4,Cell_type2,77290.391911249,Group2
Cell3252,Cell3252,Sample4,Cell_type3,64605.7909672899,Group3
Cell3254,Cell3254,Sample4,Cell_type3,59546.431331705,Group3
Cell3256,Cell3256,Sample4,Cell_type1,53502.5144649454,Group1
Cell3258,Cell3258,Sample4,Cell_type2,66099.3948602078,Group2
Cell3260,Cell3260,Sample4,Cell_type2,50849.7271456691,Group2
Cell3262,Cell3262,Sample4,Cell_type1,68319.9461202062,Group1
Cell3264,Cell3264,Sample4,Cell_type3,46013.3686578098,Group3
Cell3266,Cell3266,Sample4,Cell_type2,53494.2016921574,Group2
Cell3268,Cell3268,Sample4,Cell_type3,61852.0145438554,Group3
Cell3270,Cell3270,Sample4,Cell_type2,72711.7805604529,Group2
Cell3272,Cell3272,Sample4,Cell_type3,57684.7127100494,Group3
Cell3274,Cell3274,Sample4,Cell_type3,67130.3116880095,Group3
Cell3276,Cell3276,Sample4,Cell_type3,76065.5472853471,Group3
Cell3278,Cell3278,Sample4,Cell_type3,53066.3726343969,Group3
Cell3280,Cell3280,Sample4,Cell_type2,63469.0064338153,Group2
Cell3282,Cell3282,Sample4,Cell_type3,56180.9196268008,Group3
Cell3284,Cell3284,Sample4,Cell_type2,46264.6713823702,Group2
Cell3286,Cell3286,Sample4,Cell_type3,62166.6698865064,Group3
